,car,price,body,mileage,engV,engType,registration,year,model,drive
5109,Citroen,5500.0,hatch,135,1.0,Petrol,yes,2007,C1,front
5110,Toyota,7500.0,hatch,135,1.0,Petrol,yes,2008,Yaris,
5111,Daewoo,3650.0,sedan,135,1.5,Petrol,yes,2006,Lanos,front
5112,Fiat,7200.0,other,135,1.3,Diesel,yes,2009,Doblo ����.,front
5113,VAZ,3850.0,sedan,135,1.6,Petrol,yes,2007,2170,front
5114,Mitsubishi,16950.0,crossover,135,3.0,Gas,yes,2008,Pajero Wagon,full
5115,BMW,14990.0,sedan,135,2.5,Petrol,yes,2005,525,full
5116,Honda,6900.0,sedan,135,1.8,Petrol,no,2007,Accord,
5117,BMW,14200.0,sedan,135,3.0,Gas,yes,2004,530,
5118,Kia,12800.0,van,135,2.9,Diesel,yes,2008,Carnival,front
5119,Mitsubishi,20000.0,crossover,135,2.5,Diesel,yes,2011,Pajero Sport,full
5120,Volvo,10900.0,sedan,135,1.6,Petrol,yes,2009,S40,front
5121,Mazda,6500.0,other,135,1.3,Petrol,yes,2004,RX-8,rear
5122,Skoda,7500.0,sedan,135,1.4,Petrol,yes,2010,Fabia,front
5123,Hyundai,10500.0,crossover,135,2.0,Gas,yes,2008,Tucson,full
5124,Hyundai,11500.0,crossover,135,2.0,Petrol,yes,2006,Tucson,full
5125,Honda,11888.0,sedan,135,2.4,Gas,yes,2007,Accord,front
5126,Toyota,12400.0,sedan,135,3.5,Gas,yes,2007,Camry,front
5127,Nissan,7600.0,sedan,135,1.6,Petrol,yes,2008,TIIDA,front
5128,Toyota,17300.0,other,135,3.5,Gas,yes,2009,Camry,front
5129,Volvo,17000.0,sedan,135,1.6,Petrol,yes,2012,S60,front
5130,Mazda,7999.0,sedan,135,2.0,Gas,yes,2006,6,front
5131,Peugeot,9300.0,other,135,2.0,Petrol,yes,2005,307,front
5132,Mazda,8500.0,sedan,135,2.3,Petrol,yes,2008,6 MPS,full
5133,Toyota,21500.0,crossover,135,2.0,Gas,yes,2007,Land Cruiser Prado,full
5134,VAZ,2700.0,sedan,135,1.5,Gas,yes,2005,2109,front
5135,Honda,12000.0,sedan,135,2.4,Gas,yes,2008,Accord,front
5136,Toyota,20000.0,van,135,2.4,Gas,yes,2006,Previa,front
5137,Renault,8100.0,van,135,1.8,Diesel,yes,2008,Kangoo ����.,front
5138,Renault,6400.0,van,136,1.5,Diesel,yes,2012,Kangoo ����.,front
5139,Porsche,27300.0,crossover,136,4.8,Petrol,yes,2009,Cayenne,full
5140,Kia,7600.0,sedan,136,2.0,Petrol,yes,2009,Cerato,front
5141,Volkswagen,19300.0,sedan,136,2.0,Diesel,yes,2011,Passat B7,front
5142,Volkswagen,21900.0,crossover,136,3.0,Diesel,yes,2008,Touareg,full
5143,Volkswagen,12900.0,sedan,136,1.6,Diesel,yes,2010,Passat B6,front
5144,Land Rover,21000.0,crossover,136,2.2,Diesel,yes,2010,Freelander,full
5145,Skoda,9200.0,sedan,136,1.9,Diesel,yes,2008,Octavia Tour,front
5146,Volkswagen,6600.0,hatch,136,1.4,Gas,yes,2001,Golf IV,front
5147,Audi,16500.0,sedan,136,3.2,Petrol,yes,2007,A6,front
5148,Audi,18700.0,sedan,136,2.0,Diesel,yes,2009,A6,full
5149,Chevrolet,10140.585,sedan,136,1.8,Petrol,yes,2013,Cruze,front
5150,Daewoo,3250.0,sedan,136,1.4,Petrol,yes,2007,Lanos,
5151,BMW,15299.0,other,136,1.8,Petrol,yes,2008,523,rear
5152,Chrysler,9500.0,sedan,136,2.7,Petrol,yes,2006,Sebring,front
5153,Kia,10900.0,sedan,136,2.0,Diesel,yes,2008,Magentis,front
5154,Moskvich-Izh,1400.0,van,136,1.6,Gas,yes,2004,2717,
5155,Suzuki,11000.0,crossover,136,2.0,Petrol,yes,2007,Grand Vitara,full
5156,BMW,34900.0,vagon,136,2.0,Diesel,yes,2012,520,rear
5157,Volkswagen,10900.0,sedan,136,1.8,Petrol,yes,2008,Passat B6,front
5158,Renault,10750.0,hatch,136,1.5,Diesel,yes,2011,Megane,front
5159,Porsche,23500.0,crossover,136,3.6,Petrol,yes,2008,Cayenne,full
5160,Toyota,8300.0,hatch,136,1.6,Petrol,yes,2007,Corolla,front
5161,Chery,2950.0,hatch,136,1.6,Petrol,yes,2008,Amulet,front
5162,Mitsubishi,9500.0,sedan,136,2.0,Petrol,yes,2008,Lancer X,front
5163,Opel,10800.0,van,136,2.0,Diesel,yes,2012,Vivaro ����.,front
5164,Toyota,12700.0,sedan,136,3.5,Petrol,yes,2007,Camry,front
5165,VAZ,3800.0,sedan,136,1.6,Gas,yes,2006,1118,front
5166,Honda,15900.0,crossover,136,3.5,Gas,yes,2007,Pilot,full
5167,Chevrolet,5200.0,van,137,2.0,Petrol,yes,2004,Tacuma,front
5168,Renault,8300.0,van,137,1.5,Diesel,yes,2014,Kangoo ����.,front
5169,Skoda,9025.0,vagon,137,1.2,Diesel,yes,2011,Fabia,front
5170,Toyota,12900.0,sedan,137,2.4,Petrol,yes,2008,Camry,front
5171,VAZ,4300.0,hatch,137,1.4,Gas,yes,2010,1119,front
5172,BMW,15000.0,sedan,137,2.2,Petrol,yes,2004,520,rear
5173,VAZ,3600.0,hatch,137,1.6,Petrol,yes,2005,2112,front
5174,Opel,11700.0,van,137,2.0,Diesel,yes,2012,Vivaro ����.,
5175,Audi,18500.0,sedan,137,1.8,Petrol,yes,2009,A6,front
5176,Mitsubishi,7300.0,sedan,137,1.6,Gas,yes,2006,Lancer,front
5177,Skoda,10950.0,vagon,137,2.0,Petrol,yes,2008,Octavia Scout,
5178,Mercedes-Benz,25500.0,sedan,137,2.2,Diesel,yes,2012,E-Class,rear
5179,Subaru,6700.0,sedan,137,1.6,Petrol,yes,2005,Impreza,full
5180,Volkswagen,10200.0,van,137,1.9,Diesel,yes,2008,Caddy ����.,front
5181,Hyundai,6500.0,hatch,137,1.4,Gas,yes,2007,Getz,front
5182,Peugeot,5700.0,hatch,137,1.4,Petrol,yes,2007,206,front
5183,Honda,19000.0,crossover,137,3.5,Petrol,yes,2008,Pilot,full
5184,Infiniti,13400.0,crossover,137,4.5,Gas,yes,2004,FX 45,full
5185,Suzuki,9700.0,crossover,137,2.0,Petrol,yes,2006,Grand Vitara,full
5186,Jaguar,19250.0,sedan,137,3.0,Petrol,yes,2009,XF,rear
5187,Daewoo,3599.0,sedan,137,1.3,Petrol,yes,2005,Sens,front
5188,Skoda,12200.0,vagon,137,1.6,Other,yes,2010,Octavia A5,
5189,Ford,7000.0,van,137,1.8,Diesel,yes,2011,Transit Connect ����.,front
5190,Kia,16200.0,crossover,137,2.0,Gas,yes,2012,Sportage,front
5191,Chevrolet,5400.0,hatch,137,1.5,Petrol,yes,2006,Aveo,front
5192,Honda,15400.0,crossover,137,2.4,Gas,yes,2008,CR-V,full
5193,Subaru,10800.0,crossover,137,2.0,Petrol,yes,2008,Forester,full
5194,Mercedes-Benz,35500.0,sedan,137,3.0,Diesel,yes,2011,E-Class,full
5195,Fiat,6700.0,van,137,1.3,Diesel,yes,2008,Fiorino ����.,front
5196,VAZ,2300.0,hatch,137,1.5,Gas,yes,2004,2109,front
5197,Renault,12000.0,van,137,1.5,Diesel,yes,2012,Grand Scenic,front
5198,BMW,27000.0,sedan,137,5.0,Other,yes,2005,M5,
5199,Skoda,12200.0,sedan,137,1.2,Petrol,yes,2011,Octavia A5,front
5200,Volkswagen,4000.0,crossover,137,2.5,Diesel,no,2004,Touareg,
5201,Citroen,6300.0,van,137,2.0,Gas,yes,2003,Xsara Picasso,front
5202,VAZ,3650.0,sedan,137,1.6,Petrol,yes,2008,21099,front
5203,VAZ,3499.0,sedan,137,1.6,Gas,yes,2007,2110,front
5204,Subaru,8200.0,crossover,137,2.0,Petrol,yes,2006,Forester,full
5205,Renault,0.0,vagon,137,1.9,Diesel,yes,2008,Kangoo ����.,front
5206,Ford,5900.0,hatch,138,1.4,Petrol,yes,2008,Fiesta,front
5207,Hyundai,8900.0,sedan,138,1.4,Petrol,yes,2011,Accent,front
5208,Hyundai,9550.0,crossover,138,2.0,Gas,yes,2007,Tucson,front
5209,Dodge,16000.0,other,138,5.7,Gas,yes,2006,RAM,full
5210,Skoda,6950.0,vagon,138,1.2,Gas,yes,2009,Fabia,front
5211,Nissan,13600.0,crossover,138,2.0,Petrol,yes,2008,X-Trail,full
5212,Dacia,2700.0,hatch,138,1.4,Petrol,yes,2004,Solenza,front
5213,Opel,13500.0,vagon,138,2.0,Diesel,yes,2010,Insignia,front
5214,Mercedes-Benz,14500.0,sedan,138,2.0,Petrol,yes,2007,E-Class,rear
5215,Mercedes-Benz,14100.0,van,138,2.2,Diesel,yes,2009,Vito ����.,rear
5216,Chevrolet,4600.0,sedan,138,1.5,Petrol,yes,2006,Aveo,front
5217,Ford,7500.0,hatch,138,1.4,Petrol,yes,2008,Focus,front
5218,Honda,10500.0,sedan,138,1.8,Gas,yes,2008,Civic,front
5219,Hyundai,17500.0,crossover,138,2.2,Diesel,yes,2010,Santa FE,front
5220,Renault,10300.0,van,138,2.0,Diesel,yes,2011,Trafic ����.,front
5221,Mitsubishi,7500.0,hatch,138,1.3,Petrol,yes,2008,Colt,front
5222,Mazda,8500.0,sedan,138,1.8,Gas,yes,2005,6,front
5223,VAZ,4450.0,sedan,138,1.6,Gas,yes,2011,2110,front
5224,Land Rover,28200.0,crossover,138,4.4,Petrol,yes,2008,Range Rover,full
5225,BMW,13500.0,sedan,138,2.5,Petrol,yes,2004,525,rear
5226,BMW,32000.0,crossover,138,3.0,Petrol,yes,2009,X6,full
5227,Mazda,8900.0,sedan,138,1.6,Gas,yes,2007,3,front
5228,Nissan,13600.0,crossover,138,2.0,Petrol,yes,2008,Qashqai,full
5229,Opel,9100.0,sedan,138,2.2,Gas,yes,2008,Vectra C,front
5230,Mitsubishi,15900.0,crossover,138,3.0,Gas,yes,2008,Pajero Wagon,full
5231,Daewoo,2900.0,sedan,138,1.8,Other,yes,2007,Nexia,front
5232,Smart,3900.0,other,138,0.6,Petrol,yes,2000,City,rear
5233,Renault,10900.0,van,138,2.0,Diesel,yes,2012,Trafic ����.,front
5234,BMW,22000.0,other,138,4.8,Petrol,yes,2007,650,rear
5235,Toyota,5050.0,hatch,138,1.0,Petrol,yes,2001,Yaris,front
5236,Mitsubishi,0.0,van,138,2.4,Petrol,yes,2007,Grandis,front
5237,Kia,6300.0,sedan,138,1.6,Petrol,yes,2006,Cerato,
5238,Chevrolet,6300.0,vagon,138,1.8,Petrol,yes,2009,Lacetti,front
5239,Toyota,12500.0,sedan,138,3.5,Petrol,yes,2007,Camry,front
5240,Subaru,8999.0,crossover,138,2.5,Petrol,yes,2006,Outback,full
5241,Renault,12100.0,crossover,138,2.5,Gas,yes,2008,Koleos,full
5242,Land Rover,28999.0,crossover,139,3.6,Diesel,yes,2008,Range Rover Sport,full
5243,Toyota,14700.0,sedan,139,3.5,Petrol,yes,2008,Camry,front
5244,Toyota,13900.0,sedan,139,2.4,Other,yes,2008,Camry,front
5245,Toyota,11999.0,sedan,139,3.5,Petrol,yes,2008,Camry,front
5246,Mercedes-Benz,29000.0,crossover,139,3.5,Gas,yes,2009,ML 350,full
5247,Volkswagen,15880.0,vagon,139,1.4,Gas,yes,2011,Passat B7,front
5248,Lexus,15500.0,sedan,139,3.5,Petrol,yes,2007,ES 350,
5249,Volkswagen,20300.0,crossover,139,3.0,Diesel,yes,2008,Touareg,full
5250,Mercedes-Benz,14800.0,van,139,3.0,Diesel,yes,2008,Vito ����.,rear
5251,Ford,6900.0,hatch,139,1.4,Petrol,yes,2011,Fusion,front
5252,Mitsubishi,8200.0,sedan,139,1.5,Other,yes,2012,Lancer X,front
5253,Suzuki,10400.0,crossover,139,2.0,Gas,yes,2007,Grand Vitara,full
5254,Toyota,20500.0,crossover,139,4.0,Gas,yes,2005,Land Cruiser Prado,full
5255,Skoda,10800.0,sedan,139,1.8,Petrol,yes,2008,Superb,front
5256,Subaru,8500.0,crossover,139,2.0,Other,yes,2006,Forester,full
5257,Mitsubishi,19000.0,crossover,139,2.4,Gas,yes,2011,Outlander XL,full
5258,Toyota,13500.0,sedan,139,2.4,Gas,yes,2008,Camry,front
5259,VAZ,1399.0,sedan,139,1.5,Petrol,yes,1997,2105,rear
5260,Mitsubishi,7700.0,sedan,139,1.5,Petrol,yes,2008,Lancer X,front
5261,Subaru,12900.0,crossover,139,2.5,Petrol,yes,2008,Forester,full
5262,Renault,7800.0,van,139,1.5,Diesel,yes,2013,Kangoo ����.,front
5263,Peugeot,5000.0,sedan,139,1.4,Petrol,yes,2007,206,front
5264,Mitsubishi,12999.0,crossover,140,2.4,Gas,yes,2007,Outlander XL,full
5265,Volkswagen,37990.0,crossover,140,3.0,Diesel,yes,2012,Touareg,full
5266,Land Rover,33000.0,crossover,140,5.0,Petrol,yes,2010,Range Rover Sport,full
5267,Audi,25500.0,sedan,140,2.8,Petrol,yes,2012,A6,front
5268,Volkswagen,13000.0,sedan,140,2.0,Petrol,yes,2006,Jetta,front
5269,Honda,9850.0,sedan,140,2.0,Petrol,yes,2006,Accord,front
5270,Toyota,8300.0,sedan,140,3.0,Petrol,yes,2002,Camry,
5271,Skoda,8800.0,sedan,140,1.8,Petrol,yes,2007,Superb,front
5272,Nissan,11800.0,crossover,140,2.0,Petrol,yes,2009,Qashqai,full
5273,Audi,16999.0,vagon,140,4.2,Petrol,yes,2007,A6 Allroad,full
5274,Daewoo,3450.0,sedan,140,1.5,Gas,yes,2007,Lanos,front
5275,Renault,6900.0,van,140,1.5,Diesel,yes,2012,Kangoo ����.,front
5276,Hyundai,9900.0,crossover,140,2.0,Gas,yes,2007,Tucson,full
5277,Porsche,21900.0,crossover,140,3.6,Petrol,yes,2009,Cayenne,full
5278,Subaru,19900.0,crossover,140,2.5,Petrol,yes,2011,Outback,full
5279,Suzuki,3100.0,hatch,140,1.0,Gas,yes,1999,Swift,front
5280,Toyota,12500.0,sedan,140,3.5,Gas,yes,2007,Camry,front
5281,Hyundai,6800.0,sedan,140,1.5,Diesel,yes,2008,Accent,front
5282,Chevrolet,5650.0,sedan,140,1.6,Petrol,yes,2006,Lacetti,front
5283,BMW,4500.0,sedan,140,3.0,Diesel,no,2000,530,rear
5284,Opel,3250.0,sedan,140,1.6,Petrol,yes,1996,Vectra B,front
5285,Chevrolet,5700.0,hatch,140,1.8,Petrol,yes,2006,Lacetti,front
5286,Skoda,9600.0,sedan,140,1.8,Petrol,yes,2008,Superb,front
5287,Nissan,6900.0,hatch,140,1.6,Petrol,yes,2007,TIIDA,front
5288,Mitsubishi,12200.0,crossover,140,2.4,Petrol,yes,2007,Outlander XL,full
5289,Honda,12300.0,other,140,2.4,Petrol,yes,2008,Accord,front
5290,Kia,7900.0,sedan,140,1.6,Diesel,yes,2008,Cerato,front
5291,Toyota,8900.0,hatch,140,1.6,Petrol,yes,2008,Auris,front
5292,Audi,31500.0,sedan,140,2.0,Diesel,yes,2012,A6,front
5293,Mercedes-Benz,24900.0,sedan,140,5.5,Petrol,yes,2009,S 550,full
5294,Renault,5650.0,van,140,1.4,Petrol,yes,2009,Kangoo ����.,front
5295,Mazda,7950.0,sedan,140,2.0,Other,yes,2006,6,front
5296,Opel,12500.0,sedan,140,1.4,Petrol,yes,2012,Insignia,front
5297,Chevrolet,8200.0,sedan,140,2.0,Petrol,yes,2007,Epica,front
5298,Ford,6400.0,hatch,140,1.6,Diesel,yes,2006,Fusion,front
5299,Mitsubishi,7500.0,sedan,140,1.5,Petrol,yes,2007,Lancer X,front
5300,Suzuki,9888.0,crossover,140,2.0,Petrol,yes,2007,Grand Vitara,full
5301,Mazda,8050.0,sedan,140,2.0,Petrol,yes,2007,6,front
5302,Chevrolet,5350.0,crossover,140,1.7,Petrol,yes,2008,Niva,full
5303,Land Rover,23000.0,crossover,140,2.7,Diesel,yes,2007,Range Rover Sport,full
5304,Renault,6750.0,van,140,1.5,Diesel,yes,2012,Kangoo ����.,front
5305,MINI,9200.0,hatch,140,1.6,Petrol,yes,2005,Cooper,front
5306,VAZ,2800.0,hatch,140,1.8,Gas,yes,2002,21093,front
5307,Toyota,8700.0,hatch,140,1.8,Petrol,yes,2008,Auris,front
5308,VAZ,3900.0,sedan,140,1.6,Petrol,yes,2009,2110,front
5309,VAZ,3600.0,sedan,140,1.6,Gas,yes,2007,2115,front
5310,BMW,12300.0,sedan,140,2.0,Petrol,yes,2005,318,rear
5311,VAZ,2900.0,sedan,140,1.6,Gas,yes,2006,21099,
5312,Mitsubishi,17900.0,crossover,140,3.8,Gas,yes,2007,Pajero Wagon,full
5313,Opel,5800.0,vagon,140,1.6,Petrol,yes,2004,Astra G,front
5314,Kia,10800.0,crossover,140,2.0,Gas,yes,2007,Sportage,full
5315,Volkswagen,11450.0,van,140,2.0,Diesel,yes,2010,Caddy ����.,full
5316,Fiat,7900.0,van,140,2.0,Diesel,yes,2011,Doblo ����.,front
5317,BMW,27800.0,crossover,140,3.0,Diesel,yes,2009,X5,full
5318,Skoda,15300.0,vagon,140,1.6,Diesel,yes,2012,Superb,front
5319,Kia,11700.0,crossover,140,1.8,Diesel,yes,2010,Soul,front
5320,Chevrolet,6000.0,sedan,140,1.5,Petrol,yes,2010,Aveo,front
5321,VAZ,3000.0,sedan,140,1.5,Petrol,yes,2002,2110,front
5322,BMW,27900.0,crossover,140,3.0,Diesel,yes,2009,X5,full
5323,Renault,4999.0,sedan,140,1.4,Petrol,yes,2011,Logan,front
5324,Hyundai,4600.0,hatch,140,1.1,Gas,yes,2006,Getz,front
5325,Audi,42900.0,crossover,140,3.0,Diesel,yes,2013,Q7,full
5326,Daewoo,3800.0,sedan,140,1.5,Petrol,yes,2007,Lanos,front
5327,Mercedes-Benz,22700.0,sedan,140,5.0,Petrol,yes,2007,S 500,rear
5328,Daewoo,2600.0,other,140,0.8,Petrol,yes,2002,Matiz,front
5329,Volkswagen,10600.0,other,140,2.0,Other,yes,2007,Passat B6,front
5330,Citroen,5980.0,van,140,1.3,Diesel,yes,2012,Nemo ����.,front
5331,Toyota,15500.0,sedan,140,2.4,Gas,yes,2007,Camry,front
5332,Seat,9250.0,hatch,140,2.0,Diesel,yes,2007,Leon,front
5333,Toyota,1100.0,van,140,2.0,Gas,yes,1985,Lite Ace,rear
5334,Opel,9299.0,hatch,140,1.8,Gas,yes,2007,Astra H,front
5335,Chevrolet,6500.0,hatch,140,1.6,Gas,yes,2009,Lacetti,front
5336,ZAZ,1700.0,other,140,1.2,Gas,yes,2005,1102 ������,front
5337,Mitsubishi,9500.0,crossover,140,2.4,Gas,yes,2007,Outlander,full
5338,Honda,8780.85,hatch,140,1.8,Petrol,yes,2007,Civic,front
5339,Daewoo,4299.0,sedan,140,1.5,Gas,yes,2008,Lanos,front
5340,BMW,26900.0,crossover,140,4.8,Petrol,yes,2009,X5,full
5341,Porsche,47900.0,crossover,140,4.8,Petrol,yes,2011,Cayenne,full
5342,Chery,3000.0,sedan,140,1.6,Gas,yes,2008,Amulet,front
5343,Honda,14800.0,sedan,140,2.4,Petrol,yes,2008,Accord,front
5344,Skoda,9300.0,sedan,140,1.5,Gas,yes,2007,Superb,front
5345,Subaru,6500.0,sedan,140,1.6,Gas,yes,2003,Impreza,full
5346,VAZ,3900.0,sedan,140,1.6,Gas,yes,2010,2115,front
5347,VAZ,3200.0,sedan,140,1.6,Gas,yes,2007,1118,front
5348,Chery,2800.0,sedan,140,1.1,Petrol,yes,2008,QQ,front
5349,BMW,38500.0,sedan,140,2.0,Diesel,yes,2012,520,rear
5350,VAZ,2700.0,sedan,140,1.5,Petrol,yes,2006,21099,front
5351,Lexus,20700.0,crossover,140,4.7,Petrol,yes,2006,LX 470,full
5352,Chery,3300.0,other,140,1.8,Other,yes,2007,Amulet,front
5353,Volkswagen,10600.0,van,140,2.0,Diesel,yes,2011,T6 (Transporter) ����,front
5354,Hyundai,9500.0,crossover,140,2.0,Gas,yes,2008,Tucson,full
5355,BMW,23500.0,crossover,140,4.8,Petrol,yes,2008,X5,full
5356,Volkswagen,2800.0,hatch,140,1.4,Petrol,no,2002,Golf IV,front
5357,Skoda,8900.0,sedan,140,1.6,Petrol,yes,2009,Octavia A5,front
5358,Mercedes-Benz,42500.0,sedan,140,5.5,Petrol,yes,2011,S 500,full
5359,Mitsubishi,11960.0,other,140,2.5,Diesel,yes,2007,L 200,full
5360,BMW,12800.0,sedan,140,2.2,Petrol,yes,2005,520,rear
5361,Opel,7800.0,other,140,1.8,Diesel,yes,2008,Astra H,front
5362,Kia,7800.0,other,140,2.0,Petrol,yes,2007,Magentis,front
5363,Volkswagen,9599.0,sedan,140,1.8,Petrol,yes,2008,Passat B6,front
5364,Daewoo,3300.0,sedan,140,1.3,Petrol,yes,2005,Sens,front
5365,Toyota,13300.0,crossover,140,2.4,Petrol,yes,2007,Rav 4,full
5366,Subaru,10799.0,crossover,140,2.0,Petrol,yes,2008,Forester,full
5367,Chevrolet,6800.0,van,140,4.3,Petrol,yes,2004,Astro ����.,rear
5368,Toyota,9400.0,sedan,140,1.6,Petrol,yes,2008,Corolla,front
5369,Mercedes-Benz,12700.0,hatch,140,1.7,Gas,yes,2007,B 170,front
5370,VAZ,3100.0,sedan,140,1.6,Petrol,yes,2007,2170,front
5371,Toyota,0.0,crossover,140,4.2,Diesel,yes,1993,Land Cruiser 80,full
5372,VAZ,3850.0,sedan,140,1.6,Petrol,yes,2008,2170,front
5373,Volkswagen,8950.0,sedan,140,1.6,Petrol,yes,2012,Polo,front
5374,Toyota,9950.0,sedan,140,1.4,Petrol,yes,2012,Corolla,front
5375,Mercedes-Benz,60000.0,crossover,140,5.5,Gas,yes,2008,G 55 AMG,full
5376,Kia,3400.0,sedan,140,1.3,Petrol,yes,2002,Rio,front
5377,Seat,8600.0,hatch,140,1.6,Petrol,yes,2009,Leon,front
5378,Renault,6799.0,van,140,1.5,Diesel,yes,2012,Kangoo ����.,front
5379,Citroen,8500.0,van,140,1.6,Diesel,yes,2010,Berlingo ����.,front
5380,SsangYong,10999.0,crossover,140,2.0,Diesel,yes,2007,Kyron,full
5381,Hyundai,14500.0,crossover,140,2.0,Gas,yes,2011,Tucson,front
5382,Toyota,21950.0,crossover,141,2.7,Gas,yes,2010,Venza,full
5383,Toyota,14700.0,sedan,141,3.5,Petrol,yes,2008,Camry,front
5384,Lexus,14999.0,crossover,141,3.0,Gas,yes,2004,RX 300,full
5385,Porsche,18900.0,crossover,141,4.5,Petrol,yes,2005,Cayenne,full
5386,Renault,8300.0,van,141,2.0,Diesel,yes,2011,Trafic ����.,front
5387,Opel,9700.0,other,141,2.0,Diesel,yes,2011,Vivaro ����.,front
5388,Renault,7999.0,van,141,1.5,Diesel,yes,2006,Scenic,front
5389,Citroen,9700.0,hatch,141,1.6,Petrol,yes,2011,C4,front
5390,Renault,11300.0,vagon,141,1.5,Diesel,yes,2013,Megane,front
5391,Hyundai,8800.0,hatch,141,1.6,Diesel,yes,2009,i30,front
5392,Seat,7600.0,sedan,141,2.0,Gas,yes,2007,Cordoba,front
5393,Daewoo,4400.0,sedan,141,1.5,Petrol,yes,2007,Lanos,front
5394,Hyundai,5900.0,van,141,1.6,Petrol,yes,2005,Matrix,front
5395,Smart,4000.0,hatch,141,0.6,Petrol,yes,2001,Fortwo,rear
5396,VAZ,3150.0,hatch,141,1.5,Gas,yes,2006,2109,front
5397,Land Rover,29500.0,crossover,141,3.6,Diesel,yes,2008,Range Rover,full
5398,Renault,8350.0,other,141,1.5,Other,yes,2012,Megane,front
5399,Fiat,9700.0,van,141,2.0,Diesel,yes,2012,Ducato ����.,front
5400,Volkswagen,8500.0,hatch,141,2.0,Petrol,yes,2000,Beetle,front
5401,Citroen,13200.0,vagon,141,1.6,Diesel,yes,2011,C4 Picasso,front
5402,Chevrolet,5500.0,hatch,141,1.6,Petrol,yes,2005,Lacetti,front
5403,Lexus,19999.0,crossover,142,3.5,Gas,yes,2008,RX 350,full
5404,Chevrolet,7800.0,vagon,142,1.8,Gas,yes,2010,Lacetti,front
5405,Hyundai,10800.0,crossover,142,2.0,Diesel,yes,2007,Tucson,full
5406,Volkswagen,0.0,other,142,2.5,Diesel,yes,2007,Multivan,full
5407,Toyota,10100.0,sedan,142,2.4,Petrol,yes,2007,Camry,front
5408,Ford,5350.0,hatch,142,1.3,Petrol,yes,2006,Fiesta,front
5409,Volkswagen,12900.0,other,142,2.0,Petrol,yes,2007,Eos,front
5410,Nissan,7400.0,sedan,142,1.6,Gas,yes,2010,Almera,front
5411,Opel,10000.0,van,142,2.0,Diesel,yes,2011,Vivaro ����.,front
5412,Honda,11000.0,sedan,142,2.4,Petrol,yes,2008,Accord,front
5413,Chevrolet,5400.0,hatch,142,1.5,Gas,yes,2008,Aveo,front
5414,BMW,24700.0,vagon,142,2.0,Diesel,yes,2012,520,rear
5415,Mitsubishi,11500.0,crossover,142,2.4,Petrol,yes,2006,Outlander,full
5416,Mitsubishi,5900.0,sedan,142,1.6,Gas,yes,2005,Lancer,front
5417,Mercedes-Benz,21500.0,crossover,142,3.5,Petrol,yes,2008,ML 350,full
5418,VAZ,2550.0,sedan,142,1.5,Petrol,yes,2006,21093,front
5419,Mitsubishi,12499.0,crossover,142,2.4,Gas,yes,2008,Outlander XL,full
5420,Subaru,8000.0,crossover,142,1.8,Other,yes,2007,Forester,full
5421,Mercedes-Benz,18700.0,other,142,2.2,Diesel,yes,2007,Viano ����.,rear
5422,Renault,4200.0,van,142,1.9,Diesel,yes,2007,Kangoo ����.,front
5423,BMW,11600.0,sedan,142,2.0,Petrol,yes,2005,320,rear
5424,Volkswagen,7300.0,van,142,2.0,Diesel,yes,2006,Caddy ����.,front
5425,Toyota,9950.0,sedan,142,1.8,Petrol,yes,2008,Avensis,front
5426,Suzuki,6900.0,hatch,142,1.3,Petrol,yes,2007,Swift,front
5427,BMW,47777.0,crossover,142,3.0,Other,yes,2011,X6,full
5428,Renault,7150.0,van,142,1.5,Diesel,yes,2012,Kangoo ����.,front
5429,Audi,35900.0,crossover,143,3.0,Diesel,yes,2010,Q7,full
5430,Honda,13950.0,sedan,143,2.0,Petrol,yes,2008,Accord,rear
5431,Volvo,10200.0,sedan,143,2.4,Other,yes,2006,S80,front
5432,Opel,10900.0,other,143,1.3,Diesel,yes,2012,Astra J,front
5433,Mazda,7900.0,vagon,143,2.0,Petrol,yes,2006,6,front
5434,Ford,6700.0,vagon,143,1.6,Gas,yes,2007,Focus,front
5435,Mercedes-Benz,21300.0,crossover,143,3.2,Diesel,yes,2007,ML 320,full
5436,Chevrolet,4600.0,hatch,143,1.5,Petrol,yes,2006,Aveo,front
5437,ZAZ,407.55,hatch,143,0.9,Petrol,yes,1994,1102 ������,
5438,Opel,9900.0,vagon,143,1.91,Diesel,yes,2008,Astra H,front
5439,Ford,4299.0,van,143,1.8,Diesel,yes,2004,Transit Connect ����.,
5440,Renault,11900.0,van,143,2.0,Diesel,yes,2009,Trafic ����.,front
5441,Opel,9350.0,van,143,2.0,Other,yes,2011,Vivaro ����.,front
5442,Mazda,13200.0,sedan,143,2.3,Petrol,yes,2007,6 MPS,full
5443,Lexus,23500.0,sedan,143,4.6,Petrol,yes,2008,LS 460,rear
5444,Mitsubishi,7900.0,crossover,143,2.0,Gas,yes,2007,Outlander,full
5445,Hyundai,12900.0,sedan,143,2.0,Petrol,yes,2010,Sonata,
5446,Mercedes-Benz,18500.0,sedan,143,5.5,Petrol,yes,2007,S 550,full
5447,Volkswagen,16450.0,van,143,2.0,Diesel,yes,2012,T5 (Transporter) ����,front
5448,Renault,5800.0,van,143,1.5,Diesel,yes,2007,Kangoo ����.,front
5449,Jeep,19500.0,crossover,143,3.0,Diesel,yes,2008,Grand Cherokee,full
